price,description,specification,images,location,contact_info
3156372.00,"BATTERY, HEAVY DUTY, DISC,CERTIFICATION ARR, (US/CANADA),CONTROL, ISO, PROP, WT,CONVERSION ARRANGEMENT,DISPLAY, ADVANCED, LCD,DOOR, CAB, POLYCARBONATE,FAN, COOLING, DEMAND,FILM, SELF LEVEL, ANSI,HEATER, ENGINE COOLANT, 120V,INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,LIGHTS, HALOGEN,MSO 6GXSJ ENG S/N 2HC3472,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PACKAGE, PERFORMANCE, (H2),PRODUCT LINK, CELLULAR PL240,QUICK COUPLER, HYDRAULIC,RADIO READY,ROPS, ENCLOSED WITH A/C (C3),SEAT BELT, 2"",SEAT,AIR SUSPENSION,VINYL,HEAT,SERIALIZED TECHNICAL MEDIA KIT,SHIPPING/STORAGE PROTECTION,TIRES, 12/16.5 CAT 10PR,TWO SPEED","{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '272D2', 'Condition': 'Used', 'Stock Number': '16V00809', 'MLS Number': '9382649', 'Serial Number': 'BL200761', 'Usage': '4,414 Hours', 'Quick Coupler': 'Yes', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006110.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006111.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006112.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006113.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006114.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006115.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006116.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006117.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/43750/Skid-Steers-Caterpillar-272D2-15006118.jpg']"," Located in Helena, MT, US",+1 833-978-3370
,"For Lease or Rent $1800/month.,
45' and 48' trailers for hauling agricultural commodities/wood products.,
Moving floor self-unloading system installed and in excellent working order.,
45' Open Top, 37"" King Pin, 110 cu yd Capacity, Tandem Axle with Super Singles, Barn Doors,
48' 36"" King Pin, 122 cu yd Capacity, Tandem Axle with Duel Wheels, Barn Doors,
Available for pick up in Central Oregon,
Call 503-704-4490 for details","{'Year': 'Unknown', 'Category': 'Live Floor Trailers', 'Manufacturer': ' ', 'Condition': 'Used', 'MLS Number': '9380193', 'Width': '102 in.', 'Capacity': '110 cu yd/122 cu yd', 'Door Type': 'Swing', 'Floor Type': 'Live Floor', 'Number of Rear Axles': 'Tandem Axle', 'Insulated': 'No'}","['https://d2uhsaoc6ysewq.cloudfront.net/47448/Live-Floor-Trailers-Unmarked-10747591.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/47448/Live-Floor-Trailers-Unmarked-10747592.jpg']"," Located in Madras, OR, US",+1 541-475-3802
3770111.00,"2 Speed Travel,Air Conditioner,Auxiliary Hydraulics Flow - Standard Flow,Bucket,Coupler Type - Hydraulic,Heater / Defroster,Lighting,Online Owner's Manual ,Product Link,Ride Control,ROPS - Enclosed,Ultra Low Sulfur Diesel Fuel","{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '262D', 'Condition': 'Used', 'Stock Number': 'MNF00807', 'MLS Number': '13580553', 'Serial Number': 'DTB09844', 'Usage': '1,019 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151971.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151972.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151973.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151974.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151975.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151976.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151977.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151978.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151979.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151980.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151981.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42831/Skid-Steers-Caterpillar-262D-57151982.jpg']"," Located in Bear, DE, US",+1 844-650-0399
2236377.24,"CAB, AC, 2SPD, HQC, BKT ONLY, 18"" BELT,CONDITION, HOURS AND ATTACHMENTS SUBJECT TO CHANGE,Online Owner's Manual ,PLEASE CALL FOR MACHINE LOCATION","{'Year': '2013', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '287C2', 'Condition': 'Used', 'Stock Number': 'SSB317-A', 'MLS Number': '13734265', 'Serial Number': 'SSB00317', 'Usage': '4,683 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519216.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519217.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519218.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519219.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519220.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519221.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519222.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519223.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519224.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519225.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519226.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519227.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519228.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519229.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519230.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519231.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519232.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519233.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519234.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519235.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519236.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519237.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519238.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519239.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519240.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519241.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519242.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519243.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519244.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519245.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/20039/Skid-Steers-Caterpillar-287C2-59519247.jpg']"," Located in Novi, MI, US",+1 833-768-6880
6531936.50,"2 Speed Travel,Air Conditioner,Anti-theft System,Auxiliary Hydraulics Flow - High Flow,Auxiliary Hydraulics Pressure,Combined Hydraulics,Coupler Type - Mechanical,Customer Value Agreement (CVA) 24M / 500HR CVA,Emissions Level - EPA - Tier4,Emissions Level - Korea - Korea-Tier4 Final,Heater / Defroster,Lighting,Online Owner's Manual ,Pilot Control,Product Link,Protection 12M / 500HR Powertrain & Hydraulics Warranty ,Radio - Bluetooth,Regulatory Marking,Regulatory Status - EPA Certified,Ride Control,ROPS - Enclosed,Self Leveling,Tier 1 Compliant,Tier 2 Compliant,Ultra Low Sulfur Diesel Fuel","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D3 XE', 'Condition': 'Used', 'Stock Number': 'UC80854', 'MLS Number': '13683542', 'Serial Number': 'BX904173', 'Usage': '1,321 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681391.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681393.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681395.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681397.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681398.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681400.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681401.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681403.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681405.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42903/Skid-Steers-Caterpillar-299D3-XE-58681406.jpg']"," Located in Broadview Heights, OH, US",+1 833-977-3147
4372890.38,"15.7IN RUBBER SHOES,AIR CONDITIONING,AM/FM/BLUETOOTH RADIO,Auxiliary Hydraulics Flow - High Flow,CAT 259D HF COMPACT TRACK LOADER,EROPS, ULTRA CAB PACKAGE,HEATER/DEFROSTER,Online Owner's Manual ,P65 CERTIFICATION APR,PRODUCT LINK PL240,Self Leveling","{'Year': '2019', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '259D', 'Condition': 'Used', 'Stock Number': 'UT21364', 'MLS Number': '13384606', 'Serial Number': 'CW901859', 'Usage': '1,178 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046918.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046919.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046920.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046921.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046922.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046923.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046924.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42822/Skid-Steers-Caterpillar-259D3-57046925.jpg']"," Located in Murrysville, PA, US",+1 855-921-2282
4383850.00,"BATTERY,HD,DISCONNECT, 850 CCA,CAB PACKAGE, PRO PLUS,CERTIFICATION ARR, P65,CONTROL, ISO, PROP, WT,DISPLAY, ADVANCED, LCD, CAMERA,DOOR, CAB, GLASS,FAN, COOLING, DEMAND,FILM, TWO SPEED,HEATER, ENGINE COOLANT, 120V,HYDRAULICS, PERFORMANCE, (H2),INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,LIGHTS, LED,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PRODUCT LINK, CELLULAR PL243,QUICK COUPLER, HYDRAULIC,REAR LIGHTS,RIDE CONTROL, NONE,ROPS, ENCLOSED WITH A/C (C3),RUBBER BELT, 2 SPD, D/S IDLER,SEAT BELT, 2"",SEAT,AIR SUSPENSION,CLOTH,HEAT,SERIALIZED TECHNICAL MEDIA KIT,STANDARD RADIO(12V),BLUETOOTH,TRACK,RUBBER,400MM(15.7 IN)BAR","{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '259D3', 'Condition': 'Used', 'Stock Number': 'CW908005', 'MLS Number': '12752546', 'Serial Number': 'CW908005', 'Usage': '1,189 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284240.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284242.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284243.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284244.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284245.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284246.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284247.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284248.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284249.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284250.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284251.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284252.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284253.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284254.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284255.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284256.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284257.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284258.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284259.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284260.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284261.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284262.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284263.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284264.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284265.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284266.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284267.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284268.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284269.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284270.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284271.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42830/Skid-Steers-Caterpillar-259D3-59284272.jpg']"," Located in Milwaukee, WI, US",+1 855-591-1637
2498794.50,"2 SPEED CONTROL,2 SPEED TRAVEL,AIR CONDITIONER,AM FM RADIO,BUCKET,COUPLER, HYDRAULIC,EROPS,HIGH FLOW HYDRAULICS,LIGHTING,Online Owner's Manual ","{'Year': '2017', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '279D', 'Condition': 'Used', 'Stock Number': 'GTL3778', 'MLS Number': '12125862', 'Serial Number': 'GTL03778', 'Usage': '4,325 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42723/Skid-Steers-Caterpillar-279D-41631175.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42723/Skid-Steers-Caterpillar-279D-41631176.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42723/Skid-Steers-Caterpillar-279D-41631177.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42723/Skid-Steers-Caterpillar-279D-41631178.jpg']"," Located in Lansing, IN, US",+1 833-980-3448
3945465.00,"2 Speed Travel,2022 CASE IH TV370B CTL,Anti-theft System,BUCKET W/HYDRAULIC COUPLER,EROPS W/HEAT, DEFROST & A/C,Lighting,Pilot Control,Radio - Bluetooth,Ride Control,Self Leveling,STD FLOW, MED PRESS AUX HYDRAULI","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': 'TV370B', 'Condition': 'Used', 'Stock Number': 'MA36206', 'MLS Number': '13637183', 'Serial Number': 'NNM413859', 'Usage': '1,824 Hours', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939556.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939558.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939559.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939561.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939564.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939567.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939569.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939571.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939572.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42773/Skid-Steers-Case-TV370B-57939574.jpg']"," Located in Rapid City, SD, US",+1 855-544-2116
5251852.30,"
2022 Deere 333G. 335 hours on the meter. Cab. Heat. AC. Rear view camera. Power Quick-Tatch. JDLink telematics system. 110V Engine collant heater. Electrohydraulic switchable controls. Deluxe LED lights. AM/FM Radio. Yanmar 4TNV94FHT 4-cylinder turbocharged and intercooled. 3.1L Displacement. 100hp @ 2,500 rpm. 291.3 lb-ft peak torque @ 1,700 rpm. EPA Final Tier 4 / EU Stage IV. Variable-speed hydraulic fan cooling system. 3,700lb rated operating capactiy. 10,570lb tipping load. 8,250lb boom breakout force. 13,750lb bucket breakout force. High speed 6.8mph. 11,500 lbf tractive effort.","{'Year': '2022', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '333G', 'Condition': 'Used', 'Stock Number': '1', 'MLS Number': '13721309', 'Serial Number': '1T0333GKENF426832', 'Usage': '335 Hours', 'Drive Type': 'Track', 'Attachment Type': 'Bucket', 'Attachment Manufacturer': 'Bobcat'}","['https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275054.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275053.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275052.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275051.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275050.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275049.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275048.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275047.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275046.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/62605/Skid-Steers-John-Deere-333G-59275045.jpg']"," Located in Oelwein, IA, US",+1 866-579-5512
3331726.00,"2 Speed Travel,Air Conditioner,Auxiliary Hydraulics Flow - High Flow,Bucket,Coupler Type - Hydraulic,Heater / Defroster,Lighting,Online Owner's Manual ,Pilot Control,Product Link,Ride Control,ROPS,Self Leveling","{'Year': '2021', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '299D3 XE', 'Condition': 'Used', 'Stock Number': 'UN00855', 'MLS Number': '13562013', 'Serial Number': 'BX902244', 'Usage': '4,203 Hours', 'Drive Type': 'Track', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878341.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878342.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878343.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878344.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878345.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878347.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878350.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878352.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/42784/Skid-Steers-Caterpillar-299D3-XE-56878354.jpg']"," Located in Mokena, IL, US",+1 855-929-2331
2454956.00,"279-5369 BUCKET-GP, BOCE 66"",BATTERY, HEAVY DUTY, 850 CCA,CERTIFICATION ARR, (US/CANADA),CONTROL, ISO, PROP, WT,CONVERSION ARRANGEMENT,DISPLAY, ADVANCED, LCD, CAMERA,EIN #YH7J47,FAN, COOLING, DEMAND,INSTRUCTIONS, ANSI, USA,LANE 3 ORDER,LIGHTS, HALOGEN,ONE SPEED,Online Owner's Manual ,PACK, DOMESTIC TRUCK,PACKAGE, PERFORMANCE, (H3),PRODUCT LINK, CELLULAR PL641,QUICK COUPLER, MANUAL,ROPS, OPEN (C1),SEAT BELT, 3"",SEAT, SUSPENSION, VINYL,SERIALIZED TECHNICAL MEDIA KIT,TIRES, 33X6X11 CAT FLEX SOLID,YOUR BKT NW03635  A4181BK20436","{'Year': '2018', 'Category': 'Skid Steers', 'Manufacturer': ' ', 'Model': '246D', 'Condition': 'Used', 'Stock Number': 'UM08890', 'MLS Number': '12224710', 'Serial Number': 'BYF04236', 'Usage': '2,070 Hours', 'Drive Type': '4WD', 'Rating': 'As-Is'}","['https://d2uhsaoc6ysewq.cloudfront.net/54314/Skid-Steers-Caterpillar-246D-48373273.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54314/Skid-Steers-Caterpillar-246D-48373274.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54314/Skid-Steers-Caterpillar-246D-48373275.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54314/Skid-Steers-Caterpillar-246D-48373276.jpg', 'https://d2uhsaoc6ysewq.cloudfront.net/54314/Skid-Steers-Caterpillar-246D-48373277.jpg']"," Located in Redding, CA, US",+1 844-903-4315
